MONTH,CITY,STORE,STATUS,ZONE_MAPPING,ORDER_COUNT,CART_SALES,DISCOUNT,NET_REVENUE,IDEAL_FOOD_COST,GROSS_MARGIN,KITCHEN_EBITDA,VARIANCE,REVENUE_COHORT,CM_COHORT,EBITDA_CATEGORY,EBITDA_COHORT,GM_PERCENT,EBITDA_PERCENT,VARIANCE_PERCENT,REVENUE_BUCKET,VARIANCE_BUCKET,EBITDA_STATUS
2024-02-01,Bangalore,Huang-Hart,Active,East,11727,4997371.07,1129496.53,3923538.21,1833767.65,2037824.85,806900.54,23049.28,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,51.938447924532895,20.565634812563736,1.2569356864813273,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Bangalore,Huang-Hart,Active,East,8844,3241511.99,877221.71,2434545.97,979804.8,1384680.06,6348.09,10485.06,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,56.876316038509636,0.2607504675707561,1.0701172315138687,INR 15 to 25 lacs,Var <2%,Low Profit
2023-10-01,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8935,3201072.44,899733.41,2406861.92,855644.24,1459307.13,-59597.2,10993.1,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,60.63111131859197,-2.4761370606586355,1.2847746161418676,INR 15 to 25 lacs,Var <2%,Loss Making
2023-11-01,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,11753,5659224.54,1616214.3,4153806.43,1785243.02,2243182.48,1011815.82,13094.14,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,54.0030576244257,24.3587619464492,0.7334654079756604,INR 35 to 45 lacs,Var <2%,High Profit
2023-12-01,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8887,3862651.92,827773.1,3107418.24,1278274.53,1744514.25,460282.36,17054.16,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,56.14031054924875,14.812372344187564,1.334154721834284,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,11142,5320428.23,1313831.38,4145861.53,1539481.55,2494223.26,1135152.86,24844.45,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,60.16175991290284,27.38038527784598,1.6138192757165555,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,7086,2431691.14,484181.3,2036881.33,924676.51,1049416.57,-126054.88,20623.09,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,51.520751579572874,-6.188621700410991,2.2303032224750687,INR 15 to 25 lacs,Var 2-3%,Loss Making
2024-03-01,Hyderabad,"Rodriguez, Montoya and Phillips",Inactive,West,8250,3280374.23,540645.06,2836320.12,1068307.72,1704167.8,367558.01,26727.12,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,60.08376092611154,12.95897481416872,2.501818483535811,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-10-01,Hyderabad,Torres Ltd,Active,East,13083,4559548.63,909471.29,3742606.56,1213407.79,2401970.76,1092686.13,15837.28,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,64.17908806315991,29.19585888825033,1.305190236169491,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Hyderabad,Torres Ltd,Active,East,8576,4285969.8,889642.7,3444142.86,1370913.73,1992564.96,527148.74,22845.96,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,57.85372561462216,15.30565837213849,1.6664768540905923,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-12-01,Hyderabad,Torres Ltd,Active,East,9238,2797494.66,683573.54,2178749.49,947187.31,1144003.58,-149989.03,11110.41,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,52.50734814859326,-6.884179695206721,1.1729897437076093,INR 15 to 25 lacs,Var <2%,Loss Making
2024-01-01,Hyderabad,Torres Ltd,Active,East,13903,5219154.77,866341.79,4479388.24,2053958.19,2328370.34,943381.95,27942.56,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,51.9796502390246,21.06050870017911,1.3604249656123721,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Hyderabad,Torres Ltd,Active,East,12887,6305333.69,1775728.1,4607354.05,2089548.92,2407936.93,1239227.17,23732.7,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,52.26290195779507,26.896721123483008,1.1357810182304802,Above INR 45 lacs,Var <2%,High Profit
2024-03-01,Hyderabad,Torres Ltd,Active,East,14246,4893070.43,812707.89,4217196.04,1266089.47,2822622.81,1503085.99,11513.05,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,66.9312686255866,35.641833477582416,0.9093393691995558,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,12169,5558214.2,1236672.02,4375696.05,1744719.72,2523381.02,1236674.39,10229.05,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,57.668105626303735,28.262346741383006,0.5862861457197263,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,8296,2766242.99,698317.46,2187337.73,909833.61,1225850.52,-135763.83,12983.49,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,56.043038218885386,-6.206806938771178,1.4270180676222766,INR 15 to 25 lacs,Var <2%,Loss Making
2023-12-01,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,8343,3758498.24,582938.03,3199910.64,1309988.37,1776508.07,420943.12,10979.98,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,55.517427511663264,13.15483984890278,0.8381738534060419,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,11471,3488311.67,627646.32,2996473.63,1039028.98,1869622.73,534823.95,18860.91,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,62.39409922656319,17.848445073751574,1.8152438828029611,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-02-01,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,8253,2807630.47,670708.35,2236380.94,674656.08,1420738.83,64674.79,27496.48,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,63.5284805280088,2.891939778381406,4.075629170939956,INR 15 to 25 lacs,Var 3-5%,Low Profit
2024-03-01,Ahmedabad,"Gay, Walker and Ruiz",Inactive,West,13912,4912971.54,1340134.75,3661780.42,1408284.86,2124448.73,774938.14,13835.96,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,58.016824777275964,21.162878466644923,0.9824688451170311,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Hyderabad,Reyes PLC,Active,West,14103,5270774.06,1355075.21,4005270.01,1787905.01,2108455.79,739710.87,27011.2,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,52.642038732365016,18.46843953474188,1.5107737742733882,INR 35 to 45 lacs,Var <2%,Moderate Profit
2023-11-01,Hyderabad,Reyes PLC,Active,West,11333,3569018.3,582656.22,3043729.34,1010876.45,1970459.64,575164.82,29703.39,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,64.73833313970026,18.896713726851942,2.9383798583892227,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-12-01,Hyderabad,Reyes PLC,Active,West,7830,3814734.34,937058.74,2972004.74,1139090.17,1706415.62,97712.65,29562.9,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,57.416315560788775,3.2877689824949603,2.5953081484321827,INR 25 to 35 lacs,Var 2-3%,Low Profit
2024-01-01,Hyderabad,Reyes PLC,Active,West,7213,2399285.32,560995.79,1890224.02,739654.26,1075897.08,-386069.07,19959.49,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,56.91902486775086,-20.424514021359226,2.698489156271472,INR 15 to 25 lacs,Var 2-3%,Loss Making
2024-02-01,Hyderabad,Reyes PLC,Active,West,10950,3875148.8,795536.16,3172859.44,917598.09,2129151.7,880971.35,14067.71,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,67.10513781852246,27.76584865038963,1.533101491089634,INR 25 to 35 lacs,Var <2%,High Profit
2024-03-01,Hyderabad,Reyes PLC,Active,West,13336,4084235.43,1078982.01,3054257.03,1295653.25,1676292.83,383384.42,13564.38,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,54.88381670353396,12.552460917148156,1.0469143653983037,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-10-01,Mumbai,"Barker, Morgan and Hughes",Active,West,14227,6969454.49,1624253.35,5419267.18,2068269.05,3251296.03,1901641.02,27158.93,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,59.99512336278647,35.09037212666086,1.3131236480089474,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Mumbai,"Barker, Morgan and Hughes",Active,West,12412,4257648.8,1064204.26,3279389.76,1276353.51,1858110.64,483923.1,12343.07,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,56.66025620571554,14.756498477326465,0.9670573162759587,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-12-01,Mumbai,"Barker, Morgan and Hughes",Active,West,7219,3508940.05,605808.24,2977792.79,1261574.02,1661967.93,413750.52,10018.48,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,55.81207448621702,13.894536966757853,0.794125421194073,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Mumbai,"Barker, Morgan and Hughes",Active,West,14540,5094614.78,1454191.18,3712296.2,1480714.29,2094910.04,634623.93,28231.17,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,56.431651116632345,17.09518572359609,1.9065913114136284,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-02-01,Mumbai,"Barker, Morgan and Hughes",Active,West,8501,3521252.24,591870.47,3036786.72,1279935.39,1665684.18,430756.09,20938.3,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,54.85021944511137,14.184601347308314,1.6358872614655966,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Mumbai,"Barker, Morgan and Hughes",Active,West,14008,5141764.3,1146263.51,4069665.15,1716559.75,2223857.72,1002129.78,24089.24,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,54.6447345919848,24.624379231790115,1.4033441014797186,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Mumbai,Gibson-Floyd,Inactive,West,12686,3949597.5,657477.2,3345664.45,1153303.46,2127193.85,717825.07,13912.32,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,63.58060952585966,21.455381456439838,1.206301765538794,INR 25 to 35 lacs,Var <2%,High Profit
2023-11-01,Mumbai,Gibson-Floyd,Inactive,West,11647,5617935.94,981035.96,4744646.26,1730855.64,2879497.83,1658265.48,21746.88,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,60.68941017322543,34.95024474174393,1.256423672629336,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Mumbai,Gibson-Floyd,Inactive,West,11809,3648901.9,742152.56,3013560.01,1315146.06,1617256.32,188598.19,11267.7,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,53.66597362034945,6.258318711894509,0.8567641528728756,INR 25 to 35 lacs,Var <2%,Low Profit
2024-01-01,Mumbai,Gibson-Floyd,Inactive,West,14513,5019692.14,1145428.28,3969884.37,1355012.67,2520067.09,1139076.3,24425.45,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,63.47960935698487,28.69293394557988,1.8025993808604022,INR 35 to 45 lacs,Var <2%,High Profit
2024-02-01,Mumbai,Gibson-Floyd,Inactive,West,8781,4343261.53,1116918.74,3271944.47,1452931.41,1732931.2,400639.91,21502.77,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,52.96334384305733,12.244703835086785,1.4799576808653343,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Mumbai,Gibson-Floyd,Inactive,West,9121,3374750.54,622396.75,2868804.45,1280336.3,1528998.25,77950.92,25064.01,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,53.2974023377578,2.7171918253264,1.957611449429341,INR 25 to 35 lacs,Var <2%,Low Profit
2023-10-01,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,14413,6334746.73,1687950.37,4732578.25,2200819.56,2407986.1,1071606.94,22932.86,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,50.88106255823662,22.643195387207808,1.0420145484348566,Above INR 45 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,9105,2916433.27,579164.91,2467324.26,774662.71,1573031.33,56267.29,23546.58,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,63.75454396091417,2.2804983889713792,3.0395912564321064,INR 15 to 25 lacs,Var 3-5%,Low Profit
2023-12-01,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,11924,3599815.91,865427.74,2848602.37,1286446.21,1483183.6,78124.03,15158.93,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,52.06706332972685,2.742538966573983,1.1783570803166343,INR 25 to 35 lacs,Var <2%,Low Profit
2024-01-01,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,10051,3673285.31,741937.84,3013117.5,1067216.91,1880451.79,591681.13,28484.79,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,62.408843664410696,19.636842240636152,2.6690722132579405,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2024-02-01,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,8967,2890444.81,499719.11,2469231.41,1125197.94,1258018.24,-108458.27,29993.94,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,50.94776596900652,-4.392389857052725,2.6656589861869104,INR 15 to 25 lacs,Var 2-3%,Loss Making
2024-03-01,Ahmedabad,"Tran, Scott and Harrison",Inactive,West,9377,3990135.9,1004411.64,3045102.32,1048062.8,1869815.58,632320.67,25269.93,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,61.40403124450676,20.765169887624666,2.4111083801466857,INR 25 to 35 lacs,Var 2-3%,High Profit
2023-10-01,Ahmedabad,Chavez-Bell,Active,East,8848,3380353.65,668103.85,2841146.89,937382.28,1780260.75,562930.95,20879.53,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,62.659933432727236,19.813510944518605,2.227429560541725,INR 25 to 35 lacs,Var 2-3%,Moderate Profit
2023-11-01,Ahmedabad,Chavez-Bell,Active,East,7895,3610956.24,708376.34,2983956.09,916015.73,1998881.09,617522.21,20695.63,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,66.98761743508096,20.694748561129128,2.259309455308153,INR 25 to 35 lacs,Var 2-3%,High Profit
2023-12-01,Ahmedabad,Chavez-Bell,Active,East,14341,7069491.36,1340321.69,5843756.71,2448721.42,3289291.49,1950091.67,26412.58,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,56.28727637431026,33.370514324508896,1.078627392412813,Above INR 45 lacs,Var <2%,High Profit
2024-01-01,Ahmedabad,Chavez-Bell,Active,East,9034,2957491.04,740385.2,2265271.66,1088657.43,1125412.17,-350961.95,10978.14,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,49.68111286043281,-15.493150609582958,1.0084108827512435,INR 15 to 25 lacs,Var <2%,Loss Making
2024-02-01,Ahmedabad,Chavez-Bell,Active,East,7065,2378549.6,389910.66,2053151.7,595622.06,1381084.19,13923.92,28079.51,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,67.26654391879568,0.6781729766972406,4.714316659124411,INR 15 to 25 lacs,Var 3-5%,Low Profit
2024-03-01,Ahmedabad,Chavez-Bell,Active,East,13240,6213742.46,1779278.01,4487565.35,1358967.7,3005312.39,1724392.85,12453.57,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,66.96977437888454,38.42602202996331,0.916399263941299,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Bangalore,Valdez Inc,Active,South,13681,4779276.39,1032212.4,3858990.56,1223265.7,2560458.24,1270118.93,29406.53,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,66.35046653236697,32.91324273153962,2.4039364465136233,INR 35 to 45 lacs,Var 2-3%,High Profit
2023-11-01,Bangalore,Valdez Inc,Active,South,13950,6557630.37,1947624.92,4709222.4,1667267.44,2956274.6,1606549.58,22037.57,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,62.77627915810474,34.114965137344115,1.3217777467063112,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Bangalore,Valdez Inc,Active,South,7118,3412562.0,528754.57,2953655.15,1209463.73,1657662.69,313663.46,10979.43,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,56.122418014845096,10.619501738379986,0.9077932415550817,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-01-01,Bangalore,Valdez Inc,Active,South,10990,4901314.96,1009402.52,3948614.11,1834375.45,2040619.22,718602.4,20046.33,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,51.67937821100478,18.19885103940937,1.092814995970427,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-02-01,Bangalore,Valdez Inc,Active,South,13612,6127989.05,1578279.58,4585995.24,1998688.12,2527974.31,1136625.8,19054.84,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,55.12378835351779,24.78471390650637,0.9533673517807271,Above INR 45 lacs,Var <2%,High Profit
2024-03-01,Bangalore,Valdez Inc,Active,South,13980,5881970.0,1756542.16,4183210.87,1563391.5,2569360.57,1091273.52,24014.43,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,61.42077580707759,26.086983274644243,1.53604711295923,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Pune,Smith-Carpenter,Inactive,South,8405,3422844.02,1017177.36,2451336.85,1112308.06,1223466.06,60644.68,20294.51,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,49.910156574360634,2.4739431465732666,1.8245404065488833,INR 15 to 25 lacs,Var <2%,Low Profit
2023-11-01,Pune,Smith-Carpenter,Inactive,South,14665,7197998.69,1231947.89,6056223.92,2277395.79,3660495.14,2431338.32,20419.68,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,60.44187249932463,40.146110053341616,0.8966241217122827,Above INR 45 lacs,Var <2%,High Profit
2023-12-01,Pune,Smith-Carpenter,Inactive,South,8960,4042721.79,717702.65,3455287.15,1591243.74,1752589.98,262082.4,17698.41,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,50.7219777667393,7.584967287016942,1.1122375255974297,INR 25 to 35 lacs,Var <2%,Low Profit
2024-01-01,Pune,Smith-Carpenter,Inactive,South,10081,4725719.89,1297082.2,3514459.65,1349512.69,2097811.26,775932.77,28959.72,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,59.6908620077627,22.078295023247744,2.1459390648634806,INR 35 to 45 lacs,Var 2-3%,High Profit
2024-02-01,Pune,Smith-Carpenter,Inactive,South,14968,5262897.03,966023.22,4398245.92,1497485.22,2781749.52,1235282.53,17303.4,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,63.24679362176274,28.085799486173347,1.155497214189533,INR 35 to 45 lacs,Var <2%,High Profit
2024-03-01,Pune,Smith-Carpenter,Inactive,South,9699,3942701.77,765491.73,3292796.12,1512156.08,1686763.8,333296.2,20457.81,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,51.2258803317589,10.12198107181929,1.3528901064234056,INR 25 to 35 lacs,Var <2%,Moderate Profit
2023-10-01,Bangalore,Jensen-Edwards,Inactive,West,12820,4520429.48,1046124.57,3546632.86,1211538.99,2252097.37,901736.67,10499.1,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,63.49959127147996,25.425148460390684,0.8665920029532025,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Bangalore,Jensen-Edwards,Inactive,West,10177,3211321.08,800755.07,2508607.64,910654.11,1527674.78,224244.71,28224.91,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,60.897318322764896,8.939010884938545,3.0994105983884483,INR 25 to 35 lacs,Var 3-5%,Low Profit
2023-12-01,Bangalore,Jensen-Edwards,Inactive,West,7828,2986683.36,881848.31,2186275.88,816990.27,1287371.94,96347.98,15262.65,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,58.884240171921945,4.406945202176406,1.8681556635919299,INR 15 to 25 lacs,Var <2%,Low Profit
2024-01-01,Bangalore,Jensen-Edwards,Inactive,West,9462,3190246.48,929330.9,2390730.64,686782.95,1635861.89,442065.87,14306.59,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,68.4251861179978,18.490827138936904,2.0831312134350455,INR 15 to 25 lacs,Var 2-3%,Moderate Profit
2024-02-01,Bangalore,Jensen-Edwards,Inactive,West,8663,4118468.94,827958.75,3386906.95,1019992.52,2299456.62,927425.42,10925.4,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,67.89252418050634,27.3826660635008,1.0711255019791712,INR 25 to 35 lacs,Var <2%,High Profit
2024-03-01,Bangalore,Jensen-Edwards,Inactive,West,12184,5491684.53,1207669.22,4414531.47,2012454.96,2341894.57,956959.88,17337.59,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,53.04967437461715,21.677495935939042,0.861514436079603,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Mumbai,"Hahn, Farmer and Bowen",Active,East,11854,4297278.44,769724.52,3590312.4,1298718.15,2214178.26,861580.4,21393.25,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,61.67090808031078,23.997365800257384,1.6472588759924547,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Mumbai,"Hahn, Farmer and Bowen",Active,East,9205,2762235.83,459700.83,2362187.14,805002.8,1412074.81,5537.99,24205.91,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,59.77827861682458,0.23444332187838426,3.0069348827109668,INR 15 to 25 lacs,Var 3-5%,Low Profit
2023-12-01,Mumbai,"Hahn, Farmer and Bowen",Active,East,8872,3954104.17,1045262.56,2952800.05,1337946.24,1506685.21,142170.16,17564.97,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,51.025642931698,4.814757436759052,1.3128307756221955,INR 25 to 35 lacs,Var <2%,Low Profit
2024-01-01,Mumbai,"Hahn, Farmer and Bowen",Active,East,10362,3937416.72,1120626.21,2955177.31,1073214.38,1771601.62,299140.96,10728.53,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,59.94908034807563,10.122606145754416,0.9996632732408972,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-02-01,Mumbai,"Hahn, Farmer and Bowen",Active,East,7615,3004158.06,584358.64,2511316.36,912734.53,1537969.77,370303.61,10760.35,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,61.24157810209145,14.745398703968943,1.1789134349940722,INR 25 to 35 lacs,Var <2%,Moderate Profit
2024-03-01,Mumbai,"Hahn, Farmer and Bowen",Active,East,10975,4085370.48,771957.97,3439277.85,1523665.77,1790738.21,341178.99,19159.27,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,52.06727365746271,9.920076390455048,1.2574457192143917,INR 25 to 35 lacs,Var <2%,Low Profit
2023-10-01,Ahmedabad,Rose and Sons,Inactive,East,13965,4937549.4,811043.41,4202186.02,1270025.0,2844244.56,1477825.7,19115.41,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,67.6848798806865,35.16802190494175,1.5051207653392649,INR 35 to 45 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,Rose and Sons,Inactive,East,13867,5168180.24,848662.34,4395621.2,1544441.25,2709126.94,1441864.89,23894.48,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,61.63240226432614,32.802300844303865,1.5471278043111059,INR 35 to 45 lacs,Var <2%,High Profit
2023-12-01,Ahmedabad,Rose and Sons,Inactive,East,9614,4105307.13,1153704.77,3010368.69,1077241.49,1860064.56,610797.13,23649.91,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,61.78859639946628,20.289778193248484,2.1954139549526634,INR 25 to 35 lacs,Var 2-3%,High Profit
2024-01-01,Ahmedabad,Rose and Sons,Inactive,East,14454,6353334.03,1160801.43,5293367.23,2403591.16,2825687.41,1546415.65,14291.25,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,53.38166212964597,29.21421437068895,0.5945790714257744,Above INR 45 lacs,Var <2%,High Profit
2024-02-01,Ahmedabad,Rose and Sons,Inactive,East,14922,5728267.56,1158699.37,4651830.81,1418300.82,3087033.85,1631118.96,28209.37,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,66.36169663272857,35.06402159970216,1.9889553472866213,Above INR 45 lacs,Var <2%,High Profit
2024-03-01,Ahmedabad,Rose and Sons,Inactive,East,11439,5009406.5,1181466.48,3927251.58,1792214.79,2084490.46,791529.44,27352.71,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,53.07758918770363,20.15479334277841,1.5261959756508872,INR 35 to 45 lacs,Var <2%,High Profit
2023-10-01,Ahmedabad,Young Ltd,Inactive,South,12085,4338205.97,1239557.88,3140928.83,939348.78,2131422.26,796201.96,16943.4,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,67.85961654533891,25.349251864455645,1.8037389690334193,INR 25 to 35 lacs,Var <2%,High Profit
2023-11-01,Ahmedabad,Young Ltd,Inactive,South,10775,4211020.33,681879.53,3613459.08,1680646.36,1823087.55,366587.01,29651.46,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,50.452696699695295,10.145043900704694,1.7642890679274132,INR 35 to 45 lacs,Var <2%,Moderate Profit
2023-12-01,Ahmedabad,Young Ltd,Inactive,South,7464,3640537.29,919315.22,2834355.07,1153539.12,1605448.89,157326.12,17629.41,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,56.642475990137676,5.550684939413748,1.5282888715555654,INR 25 to 35 lacs,Var <2%,Low Profit
2024-01-01,Ahmedabad,Young Ltd,Inactive,South,13711,5575823.32,1178615.0,4540725.81,2021465.48,2385187.42,1034167.17,14729.93,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,52.52877006462542,22.775371455428186,0.7286758119658813,Above INR 45 lacs,Var <2%,High Profit
2024-02-01,Ahmedabad,Young Ltd,Inactive,South,14003,5171667.04,1241992.77,4002612.43,1855725.11,2094905.02,776508.37,27073.19,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,52.33844287042301,19.4000389390686,1.4589008821462786,INR 35 to 45 lacs,Var <2%,Moderate Profit
2024-03-01,Ahmedabad,Young Ltd,Inactive,South,7233,2849103.29,565377.09,2334092.07,1104518.4,1102475.74,-161162.21,23984.04,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,47.233601200658725,-6.90470663395896,2.1714477549672333,INR 15 to 25 lacs,Var 2-3%,Loss Making
2023-10-01,Pune,Stephenson Ltd,Active,East,7935,3432397.59,563844.84,2994845.81,906045.45,1989315.14,792796.35,28172.11,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,66.4246263816834,26.47202561657089,3.109348432796611,INR 25 to 35 lacs,Var 3-5%,High Profit
